id,gid,x,y,v_x,v_y,radius,time
2,2,-0.016796,7.448543,-0.078301,-1.454236,0.500000,0.500000
3,3,-5.351838,5.330184,0.726716,-0.873083,0.500000,0.500000
4,4,-7.512130,0.025334,1.130377,0.054210,0.500000,0.500000
5,5,-5.186426,-5.178157,1.078950,1.061932,0.500000,0.500000
6,6,0.011450,-7.495527,-0.020610,1.325796,0.500000,0.500000
7,7,5.287264,-5.294939,-0.916507,1.065874,0.500000,0.500000
0,0,7.328420,0.023864,-1.169941,0.214452,0.500000,0.600000
1,1,5.216852,5.229813,-0.920350,-0.952241,0.500000,0.600000
2,2,0.004524,7.320448,0.213202,-1.280954,0.500000,0.600000
3,3,-5.266113,5.235898,0.857251,-0.942858,0.500000,0.600000
4,4,-7.391876,0.031978,1.202545,0.066438,0.500000,0.600000
5,5,-5.090731,-5.076228,0.956951,1.019292,0.500000,0.600000
6,6,0.009370,-7.349135,-0.020797,1.463926,0.500000,0.600000
7,7,5.215799,-5.210460,-0.714657,0.844790,0.500000,0.600000
0,0,7.193632,0.030358,-1.347885,0.064948,0.500000,0.700000
1,1,5.114874,5.151249,-1.019784,-0.785648,0.500000,0.700000
2,2,0.017048,7.192605,0.125244,-1.278428,0.500000,0.700000
3,3,-5.162740,5.148539,1.033729,-0.873585,0.500000,0.700000
4,4,-7.278105,0.039299,1.137708,0.073212,0.500000,0.700000
5,5,-4.997991,-4.971956,0.927395,1.042716,0.500000,0.700000
6,6,0.011752,-7.210123,0.023819,1.390114,0.500000,0.700000
7,7,5.139335,-5.124086,-0.764641,0.863742,0.500000,0.700000
0,0,7.063883,0.041954,-1.297481,0.115955,0.500000,0.800000
1,1,5.017808,5.076791,-0.970652,-0.744582,0.500000,0.800000
2,2,0.038601,7.055137,0.215525,-1.374681,0.500000,0.800000
3,3,-5.071822,5.057459,0.909181,-0.910799,0.500000,0.800000
4,4,-7.161425,0.045681,1.166800,0.063818,0.500000,0.800000
5,5,-4.895249,-4.852057,1.027417,1.198996,0.500000,0.800000
6,6,0.019612,-7.077516,0.078595,1.326077,0.500000,0.800000
7,7,5.045811,-5.054055,-0.935234,0.700314,0.500000,0.800000
0,0,6.926935,0.054514,-1.369489,0.125602,0.500000,0.900000
1,1,4.918582,5.003191,-0.992267,-0.735993,0.500000,0.900000
2,2,0.058755,6.905336,0.201544,-1.498015,0.500000,0.900000
3,3,-4.991945,4.976917,0.798771,-0.805427,0.500000,0.900000
4,4,-7.040780,0.062158,1.206447,0.164771,0.500000,0.900000
5,5,-4.802440,-4.744511,0.928095,1.075459,0.500000,0.900000
6,6,0.019592,-6.950562,-0.000191,1.269531,0.500000,0.900000
7,7,4.949841,-4.992411,-0.959703,0.616432,0.500000,0.900000
0,0,6.810181,0.070871,-1.167532,0.163574,0.500000,1.000000
1,1,4.843749,4.928042,-0.748327,-0.751493,0.500000,1.000000
2,2,0.053176,6.752083,-0.055797,-1.532526,0.500000,1.000000
3,3,-4.909216,4.894650,0.827293,-0.822663,0.500000,1.000000
4,4,-6.928988,0.085138,1.117919,0.229794,0.500000,1.000000
5,5,-4.715096,-4.634812,0.873439,1.096992,0.500000,1.000000
6,6,0.024815,-6.820482,0.052224,1.300800,0.500000,1.000000
7,7,4.867650,-4.916688,-0.821913,0.757232,0.500000,1.000000
0,0,6.691947,0.075097,-1.182347,0.042255,0.500000,1.100000
1,1,4.763972,4.854349,-0.797770,-0.736926,0.500000,1.100000
2,2,0.051295,6.613084,-0.018806,-1.389987,0.500000,1.100000
3,3,-4.828129,4.811323,0.810862,-0.833277,0.500000,1.100000
4,4,-6.823667,0.087005,1.053214,0.018673,0.500000,1.100000
5,5,-4.624122,-4.535736,0.909738,0.990758,0.500000,1.100000
6,6,0.029081,-6.677699,0.042664,1.427830,0.500000,1.100000
7,7,4.792320,-4.842088,-0.753298,0.746001,0.500000,1.100000
0,0,6.572475,0.078632,-1.194713,0.035351,0.500000,1.200000
1,1,4.686576,4.780312,-0.773961,-0.740375,0.500000,1.200000
2,2,0.054640,6.467326,0.033450,-1.457588,0.500000,1.200000
3,3,-4.740330,4.713527,0.877999,-0.977959,0.500000,1.200000
4,4,-6.699481,0.077575,1.241858,-0.094303,0.500000,1.200000
5,5,-4.522257,-4.431339,1.018652,1.043966,0.500000,1.200000
6,6,0.029954,-6.537789,0.008724,1.399103,0.500000,1.200000
7,7,4.688697,-4.760554,-1.036225,0.815345,0.500000,1.200000
0,0,6.433634,0.075137,-1.388413,-0.034950,0.500000,1.300000
1,1,4.608225,4.701165,-0.783509,-0.791471,0.500000,1.300000
2,2,0.053317,6.329632,-0.013233,-1.376937,0.500000,1.300000
3,3,-4.635441,4.618374,1.048880,-0.951533,0.500000,1.300000
4,4,-6.589215,0.063293,1.102659,-0.142813,0.500000,1.300000
5,5,-4.430444,-4.335061,0.918134,0.962783,0.500000,1.300000
6,6,0.009840,-6.400067,-0.201135,1.377225,0.500000,1.300000
7,7,4.602384,-4.684657,-0.863127,0.758962,0.500000,1.300000
0,0,6.289402,0.060406,-1.442323,-0.147314,0.500000,1.400000
1,1,4.536675,4.648088,-0.715498,-0.530772,0.500000,1.400000
2,2,0.058085,6.171872,0.047683,-1.577601,0.500000,1.400000
3,3,-4.527083,4.551933,1.083587,-0.664407,0.500000,1.400000
4,4,-6.473164,0.031263,1.160507,-0.320307,0.500000,1.400000
5,5,-4.332874,-4.210765,0.975698,1.242957,0.500000,1.400000
6,6,0.023611,-6.243857,0.137706,1.562093,0.500000,1.400000
7,7,4.523507,-4.626221,-0.788773,0.584363,0.500000,1.400000
0,0,6.150637,0.064023,-1.387653,0.036169,0.500000,1.500000
1,1,4.462168,4.586666,-0.745072,-0.614212,0.500000,1.500000
2,2,0.058751,6.015550,0.006660,-1.563221,0.500000,1.500000
3,3,-4.444894,4.474873,0.821884,-0.770595,0.500000,1.500000
4,4,-6.368262,0.004409,1.049023,-0.268535,0.500000,1.500000
5,5,-4.234477,-4.069595,0.983972,1.411705,0.500000,1.500000
6,6,0.039044,-6.099279,0.154333,1.445779,0.500000,1.500000
7,7,4.441030,-4.552894,-0.824774,0.733268,0.500000,1.500000
0,0,6.010475,0.049884,-1.401619,-0.141388,0.500000,1.600000
1,1,4.399366,4.519121,-0.628021,-0.675457,0.500000,1.600000
2,2,0.050828,5.863881,-0.079225,-1.516683,0.500000,1.600000
3,3,-4.375751,4.403862,0.691435,-0.710110,0.500000,1.600000
4,4,-6.279072,-0.003112,0.891905,-0.075217,0.500000,1.600000
5,5,-4.136742,-3.934657,0.977346,1.349374,0.500000,1.600000
6,6,0.000652,-5.943449,-0.383919,1.558301,0.500000,1.600000
7,7,4.357759,-4.490181,-0.832708,0.627132,0.500000,1.600000
0,0,5.873602,0.058365,-1.368731,0.084810,0.500000,1.700000
1,1,4.318848,4.435846,-0.805177,-0.832743,0.500000,1.700000
2,2,0.053994,5.730064,0.031654,-1.338173,0.500000,1.700000
3,3,-4.289668,4.308358,0.860833,-0.955044,0.500000,1.700000
4,4,-6.206805,-0.017643,0.722668,-0.145303,0.500000,1.700000
5,5,-4.027215,-3.796534,1.095268,1.381238,0.500000,1.700000
6,6,-0.013494,-5.802256,-0.141467,1.411928,0.500000,1.700000
7,7,4.278134,-4.423720,-0.796251,0.664615,0.500000,1.700000
0,0,5.735507,0.057713,-1.380945,-0.006517,0.500000,1.800000
1,1,4.247059,4.359415,-0.717896,-0.764315,0.500000,1.800000
2,2,0.076885,5.576638,0.228912,-1.534259,0.500000,1.800000
3,3,-4.217461,4.245428,0.722065,-0.629300,0.500000,1.800000
4,4,-6.126066,-0.026233,0.807393,-0.085899,0.500000,1.800000
5,5,-3.943668,-3.670136,0.835469,1.263971,0.500000,1.800000
6,6,-0.020710,-5.656214,-0.072156,1.460421,0.500000,1.800000
7,7,4.193544,-4.335158,-0.845899,0.885620,0.500000,1.800000
0,0,5.590686,0.068891,-1.448208,0.111780,0.500000,1.900000
1,1,4.170795,4.273695,-0.762637,-0.857200,0.500000,1.900000
2,2,0.086585,5.430399,0.097000,-1.462390,0.500000,1.900000
3,3,-4.119020,4.161898,0.984410,-0.835303,0.500000,1.900000
4,4,-6.022740,-0.061534,1.033258,-0.353015,0.500000,1.900000
5,5,-3.836981,-3.547994,1.066870,1.221429,0.500000,1.900000
6,6,-0.029481,-5.517138,-0.087708,1.390761,0.500000,1.900000
7,7,4.128318,-4.262471,-0.652260,0.726869,0.500000,1.900000
0,0,5.440047,0.067407,-1.506396,-0.014842,0.500000,2.000000
1,1,4.086539,4.203011,-0.842560,-0.706838,0.500000,2.000000
2,2,0.084375,5.280102,-0.022104,-1.502974,0.500000,2.000000
3,3,-4.023958,4.080697,0.950621,-0.812008,0.500000,2.000000
4,4,-5.906975,-0.059740,1.157646,0.017941,0.500000,2.000000
5,5,-3.736416,-3.415714,1.005658,1.322792,0.500000,2.000000
6,6,-0.044798,-5.385457,-0.153171,1.316808,0.500000,2.000000
7,7,4.041605,-4.176913,-0.867128,0.855577,0.500000,2.000000
0,0,5.283443,0.057597,-1.566041,-0.098098,0.500000,2.100000
1,1,4.003098,4.119222,-0.834411,-0.837896,0.500000,2.100000
2,2,0.088974,5.129818,0.045997,-1.502833,0.500000,2.100000
3,3,-3.919021,3.995829,1.049375,-0.848677,0.500000,2.100000
4,4,-5.810117,-0.070298,0.968585,-0.105575,0.500000,2.100000
5,5,-3.635038,-3.273471,1.013772,1.422431,0.500000,2.100000
6,6,-0.069233,-5.252076,-0.244346,1.333811,0.500000,2.100000
7,7,3.968046,-4.111573,-0.735588,0.653400,0.500000,2.100000
0,0,5.121279,0.052766,-1.621638,-0.048309,0.500000,2.200000
1,1,3.925930,4.036907,-0.771674,-0.823145,0.500000,2.200000
2,2,0.077694,4.955978,-0.112806,-1.738402,0.500000,2.200000
3,3,-3.826210,3.928305,0.928106,-0.675239,0.500000,2.200000
4,4,-5.696423,-0.072504,1.136941,-0.022064,0.500000,2.200000
5,5,-3.541820,-3.144895,0.932184,1.285767,0.500000,2.200000
6,6,-0.085782,-5.121915,-0.165491,1.301618,0.500000,2.200000
7,7,3.885379,-4.038162,-0.826673,0.734114,0.500000,2.200000
0,0,4.950827,0.030713,-1.704519,-0.220533,0.500000,2.300000
1,1,3.833913,3.961099,-0.920174,-0.758083,0.500000,2.300000
2,2,0.063551,4.827558,-0.141426,-1.284203,0.500000,2.300000
3,3,-3.722663,3.836820,1.035472,-0.914848,0.500000,2.300000
4,4,-5.597005,-0.077107,0.994174,-0.046034,0.500000,2.300000
5,5,-3.454893,-3.030050,0.869271,1.148443,0.500000,2.300000
6,6,-0.088818,-4.990831,-0.030361,1.310840,0.500000,2.300000
7,7,3.794327,-3.952251,-0.910522,0.859108,0.500000,2.300000
0,0,4.799242,0.017977,-1.515852,-0.127359,0.500000,2.400000
1,1,3.739767,3.882992,-0.941456,-0.781063,0.500000,2.400000
2,2,0.067350,4.668625,0.037992,-1.589329,0.500000,2.400000
3,3,-3.632003,3.778851,0.906594,-0.579697,0.500000,2.400000
4,4,-5.492847,-0.069200,1.041579,0.079071,0.500000,2.400000
5,5,-3.327576,-2.915915,1.273173,1.141351,0.500000,2.400000
6,6,-0.054750,-4.813476,0.340674,1.773546,0.500000,2.400000
7,7,3.726486,-3.884907,-0.678412,0.673444,0.500000,2.400000
0,0,4.667658,0.003499,-1.315837,-0.144779,0.500000,2.500000
1,1,3.655743,3.802882,-0.840243,-0.801104,0.500000,2.500000
2,2,0.073519,4.532737,0.061686,-1.358886,0.500000,2.500000
3,3,-3.540210,3.684299,0.917929,-0.945517,0.500000,2.500000
4,4,-5.388267,-0.054262,1.045798,0.149380,0.500000,2.500000
5,5,-3.220690,-2.844219,1.068858,0.716966,0.500000,2.500000
6,6,-0.054868,-4.678086,-0.001173,1.353902,0.500000,2.500000
7,7,3.643145,-3.805018,-0.833404,0.798890,0.500000,2.500000
0,0,4.526886,0.015246,-1.407716,0.117464,0.500000,2.600000
1,1,3.573434,3.720278,-0.823092,-0.826044,0.500000,2.600000
2,2,0.088128,4.385231,0.146086,-1.475057,0.500000,2.600000
3,3,-3.439310,3.539135,1.009006,-1.451635,0.500000,2.600000
4,4,-5.304570,-0.047620,0.836970,0.066422,0.500000,2.600000
5,5,-3.097990,-2.728449,1.226996,1.157695,0.500000,2.600000
6,6,-0.023591,-4.527228,0.312770,1.508577,0.500000,2.600000
7,7,3.555800,-3.746400,-0.873452,0.586178,0.500000,2.600000
0,0,4.384481,0.031590,-1.424051,0.163443,0.500000,2.700000
1,1,3.499789,3.653904,-0.736454,-0.663734,0.500000,2.700000
2,2,0.044677,4.252016,-0.434504,-1.332144,0.500000,2.700000
3,3,-3.366911,3.425175,0.723986,-1.139603,0.500000,2.700000
4,4,-5.199864,-0.046420,1.047067,0.012002,0.500000,2.700000
5,5,-2.993732,-2.594867,1.042585,1.335817,0.500000,2.700000
6,6,-0.011106,-4.393066,0.124847,1.341622,0.500000,2.700000
7,7,3.472248,-3.673927,-0.835524,0.724729,0.500000,2.700000
0,0,4.252650,0.040663,-1.318315,0.090735,0.500000,2.800000
1,1,3.415805,3.583747,-0.839838,-0.701570,0.500000,2.800000
2,2,0.010485,4.146709,-0.341918,-1.053074,0.500000,2.800000
3,3,-3.296907,3.364054,0.700041,-0.611213,0.500000,2.800000
4,4,-5.097909,-0.021158,1.019552,0.252623,0.500000,2.800000
5,5,-2.873154,-2.483066,1.205775,1.118017,0.500000,2.800000
6,6,0.005614,-4.260968,0.167197,1.320985,0.500000,2.800000
7,7,3.397202,-3.586674,-0.750461,0.872524,0.500000,2.800000
0,0,4.119983,0.056028,-1.326663,0.153651,0.500000,2.900000
1,1,3.342485,3.529706,-0.733198,-0.540409,0.500000,2.900000
2,2,-0.008894,4.029963,-0.193796,-1.167460,0.500000,2.900000
3,3,-3.211427,3.247590,0.854803,-1.164635,0.500000,2.900000
4,4,-4.962981,-0.026547,1.349278,-0.053894,0.500000,2.900000
5,5,-2.736038,-2.375642,1.371158,1.074233,0.500000,2.900000
6,6,-0.014742,-4.122445,-0.203559,1.385224,0.500000,2.900000
7,7,3.335311,-3.518807,-0.618902,0.678676,0.500000,2.900000
0,0,3.988365,0.049423,-1.316187,-0.066051,0.500000,3.000000
1,1,3.270146,3.476720,-0.723387,-0.529859,0.500000,3.000000
2,2,-0.005687,3.861719,0.032076,-1.682441,0.500000,3.000000
3,3,-3.097988,3.108456,1.134387,-1.391341,0.500000,3.000000
4,4,-4.874984,-0.035315,0.879972,-0.087681,0.500000,3.000000
5,5,-2.632574,-2.260313,1.034641,1.153288,0.500000,3.000000
6,6,-0.028962,-3.985063,-0.142199,1.373818,0.500000,3.000000
7,7,3.275171,-3.440652,-0.601408,0.781546,0.500000,3.000000
0,0,3.859285,0.047866,-1.290801,-0.015572,0.500000,3.100000
1,1,3.205256,3.421562,-0.648906,-0.551585,0.500000,3.100000
2,2,-0.001482,3.737375,0.042047,-1.243437,0.500000,3.100000
3,3,-2.969512,3.032217,1.284758,-0.762397,0.500000,3.100000
4,4,-4.775312,-0.038938,0.996712,-0.036230,0.500000,3.100000
5,5,-2.543339,-2.145921,0.892355,1.143924,0.500000,3.100000
6,6,-0.057010,-3.856327,-0.280478,1.287359,0.500000,3.100000
7,7,3.192858,-3.354231,-0.823127,0.864215,0.500000,3.100000
0,0,3.733704,0.067271,-1.255802,0.194047,0.500000,3.200000
1,1,3.126793,3.344686,-0.784630,-0.768764,0.500000,3.200000
2,2,0.031784,3.596190,0.332664,-1.411850,0.500000,3.200000
3,3,-2.870902,2.975059,0.986106,-0.571575,0.500000,3.200000
4,4,-4.661211,-0.037036,1.141009,0.019018,0.500000,3.200000
5,5,-2.452030,-2.029371,0.913087,1.165499,0.500000,3.200000
6,6,-0.094288,-3.717115,-0.372778,1.392129,0.500000,3.200000
7,7,3.118851,-3.262817,-0.740072,0.914139,0.500000,3.200000
0,0,3.596462,0.071688,-1.372425,0.044171,0.500000,3.300000
1,1,3.056739,3.262981,-0.700531,-0.817045,0.500000,3.300000
2,2,0.077602,3.451905,0.458177,-1.442856,0.500000,3.300000
3,3,-2.762261,2.896306,1.086404,-0.787535,0.500000,3.300000
4,4,-4.571917,-0.024831,0.892946,0.122051,0.500000,3.300000
5,5,-2.353961,-1.915001,0.980687,1.143704,0.500000,3.300000
6,6,-0.112017,-3.591616,-0.177296,1.254985,0.500000,3.300000
7,7,3.038025,-3.175344,-0.808256,0.874732,0.500000,3.300000
0,0,3.427168,0.059842,-1.692938,-0.118465,0.500000,3.400000
1,1,2.977145,3.179168,-0.795941,-0.838127,0.500000,3.400000
2,2,0.065976,3.265434,-0.116258,-1.864704,0.500000,3.400000
3,3,-2.607305,2.833645,1.549562,-0.626610,0.500000,3.400000
4,4,-4.466064,-0.018546,1.058528,0.062855,0.500000,3.400000
5,5,-2.221561,-1.824246,1.324001,0.907547,0.500000,3.400000
6,6,-0.129112,-3.450970,-0.170950,1.406460,0.500000,3.400000
7,7,2.970142,-3.078456,-0.678835,0.968871,0.500000,3.400000
0,0,3.263630,0.108801,-1.635380,0.489598,0.500000,3.500000
1,1,2.884481,3.107979,-0.926640,-0.711899,0.500000,3.500000
2,2,0.156931,3.107832,0.909547,-1.576020,0.500000,3.500000
3,3,-2.505963,2.756257,1.013424,-0.773875,0.500000,3.500000
4,4,-4.359042,-0.011363,1.070220,0.071823,0.500000,3.500000
5,5,-2.132639,-1.679727,0.889226,1.445186,0.500000,3.500000
6,6,-0.146785,-3.366455,-0.176732,0.845148,0.500000,3.500000
7,7,2.884604,-2.989209,-0.855372,0.892475,0.500000,3.500000
0,0,3.112302,0.090543,-1.513282,-0.182585,0.500000,3.600000
1,1,2.820248,3.025506,-0.642330,-0.824730,0.500000,3.600000
2,2,0.153344,2.906692,-0.035869,-2.011407,0.500000,3.600000
3,3,-2.337801,2.677681,1.681621,-0.785762,0.500000,3.600000
4,4,-4.250060,0.002235,1.089825,0.135979,0.500000,3.600000
5,5,-2.006600,-1.586043,1.260387,0.936841,0.500000,3.600000
6,6,-0.143166,-3.231434,0.036193,1.350214,0.500000,3.600000
7,7,2.812085,-2.879916,-0.725196,1.092932,0.500000,3.600000
0,0,2.970089,0.138117,-1.422126,0.475737,0.500000,3.700000
1,1,2.754796,2.958715,-0.654529,-0.667902,0.500000,3.700000
2,2,0.258189,2.763891,1.048451,-1.428011,0.500000,3.700000
3,3,-2.164292,2.639363,1.735087,-0.383177,0.500000,3.700000
4,4,-4.131503,0.007393,1.185568,0.051588,0.500000,3.700000
5,5,-1.929814,-1.451390,0.767861,1.346538,0.500000,3.700000
6,6,-0.206913,-3.078186,-0.637470,1.532482,0.500000,3.700000
7,7,2.729270,-2.796890,-0.828144,0.830262,0.500000,3.700000
0,0,2.799002,0.116356,-1.710873,-0.217606,0.500000,3.800000
1,1,2.744099,2.861066,-0.106966,-0.976492,0.500000,3.800000
2,2,0.312664,2.775309,0.544743,0.114189,0.500000,3.800000
3,3,-2.012178,2.539248,1.521137,-1.001148,0.500000,3.800000
4,4,-4.047860,-0.014975,0.836430,-0.223679,0.500000,3.800000
5,5,-1.841257,-1.327291,0.885565,1.240988,0.500000,3.800000
6,6,-0.172001,-2.929631,0.349125,1.485546,0.500000,3.800000
7,7,2.655748,-2.730627,-0.735223,0.662625,0.500000,3.800000
0,0,2.638313,0.223048,-1.606895,1.066922,0.500000,3.900000
1,1,2.685631,2.805266,-0.584678,-0.557999,0.500000,3.900000
2,2,0.359149,2.737065,0.464850,-0.382442,0.500000,3.900000
3,3,-1.986306,2.478830,0.258724,-0.604182,0.500000,3.900000
4,4,-3.934959,-0.021889,1.129004,-0.069145,0.500000,3.900000
5,5,-1.801529,-1.218362,0.397279,1.089292,0.500000,3.900000
6,6,-0.233808,-2.760528,-0.618078,1.691027,0.500000,3.900000
7,7,2.580292,-2.642965,-0.754564,0.876621,0.500000,3.900000
0,0,2.499797,0.198181,-1.385152,-0.248675,0.500000,4.000000
1,1,2.619060,2.701416,-0.665708,-1.038497,0.500000,4.000000
2,2,0.390633,2.744507,0.314847,0.074416,0.500000,4.000000
3,3,-1.997117,2.408384,-0.108112,-0.704464,0.500000,4.000000
4,4,-3.829309,-0.067660,1.056503,-0.457713,0.500000,4.000000
5,5,-1.699562,-1.096555,1.019675,1.218069,0.500000,4.000000
6,6,-0.196951,-2.610189,0.368578,1.503393,0.500000,4.000000
7,7,2.512648,-2.568523,-0.676437,0.744417,0.500000,4.000000
0,0,2.488817,0.163593,-0.109803,-0.345874,0.500000,4.100000
1,1,2.555130,2.606632,-0.639301,-0.947848,0.500000,4.100000
2,2,0.457564,2.705568,0.669311,-0.389387,0.500000,4.100000
3,3,-1.993271,2.345828,0.038455,-0.625559,0.500000,4.100000
4,4,-3.715640,-0.082419,1.136690,-0.147591,0.500000,4.100000
5,5,-1.653652,-1.005068,0.459097,0.914867,0.500000,4.100000
6,6,-0.263395,-2.459534,-0.664441,1.506549,0.500000,4.100000
7,7,2.449009,-2.489454,-0.636388,0.790696,0.500000,4.100000
0,0,2.490234,0.149273,0.014173,-0.143199,0.500000,4.200000
1,1,2.479367,2.487742,-0.757627,-1.188895,0.500000,4.200000
2,2,0.480138,2.546497,0.225732,-1.590709,0.500000,4.200000
3,3,-1.984243,2.286611,0.090283,-0.592164,0.500000,4.200000
4,4,-3.629740,-0.108314,0.859002,-0.258942,0.500000,4.200000
5,5,-1.568155,-0.893811,0.854972,1.112575,0.500000,4.200000
6,6,-0.213399,-2.320827,0.499957,1.387076,0.500000,4.200000
7,7,2.375555,-2.411284,-0.734539,0.781695,0.500000,4.200000
0,0,2.485692,0.135777,-0.045422,-0.134959,0.500000,4.300000
1,1,2.437063,2.448870,-0.423048,-0.388719,0.500000,4.300000
2,2,0.490201,2.379565,0.100635,-1.669319,0.500000,4.300000
3,3,-1.962759,2.246667,0.214841,-0.399444,0.500000,4.300000
4,4,-3.549860,-0.131717,0.798794,-0.234035,0.500000,4.300000
5,5,-1.475387,-0.761305,0.927682,1.325059,0.500000,4.300000
6,6,-0.207673,-2.183605,0.057257,1.372216,0.500000,4.300000
7,7,2.247112,-2.355704,-1.284434,0.555805,0.500000,4.300000
0,0,2.473635,0.122674,-0.120577,-0.131032,0.500000,4.400000
1,1,2.355246,2.377608,-0.818171,-0.712624,0.500000,4.400000
2,2,0.524520,2.247339,0.343193,-1.322263,0.500000,4.400000
3,3,-1.937573,2.238341,0.251862,-0.083262,0.500000,4.400000
4,4,-3.437669,-0.136643,1.121916,-0.049261,0.500000,4.400000
5,5,-1.378622,-0.629074,0.967653,1.322311,0.500000,4.400000
6,6,-0.222519,-2.050764,-0.148453,1.328407,0.500000,4.400000
7,7,2.132049,-2.306015,-1.150624,0.496888,0.500000,4.400000
0,0,2.476678,0.094305,0.030437,-0.283693,0.500000,4.500000
1,1,2.314117,2.332908,-0.411283,-0.446995,0.500000,4.500000
2,2,0.549660,2.079186,0.251393,-1.681530,0.500000,4.500000
3,3,-1.934480,2.232888,0.030927,-0.054524,0.500000,4.500000
4,4,-3.341106,-0.138259,0.965631,-0.016157,0.500000,4.500000
5,5,-1.300804,-0.500858,0.778172,1.282160,0.500000,4.500000
6,6,-0.209119,-1.901908,0.133996,1.488566,0.500000,4.500000
7,7,2.021102,-2.255491,-1.109473,0.505243,0.500000,4.500000
0,0,2.454598,0.074735,-0.220800,-0.195698,0.500000,4.600000
1,1,2.258177,2.269892,-0.559406,-0.630165,0.500000,4.600000
2,2,0.595329,1.945868,0.456692,-1.333181,0.500000,4.600000
3,3,-1.922992,2.237211,0.114880,0.043227,0.500000,4.600000
4,4,-3.228640,-0.137853,1.124661,0.004058,0.500000,4.600000
5,5,-1.228887,-0.351555,0.719173,1.493027,0.500000,4.600000
6,6,-0.214508,-1.753809,-0.053892,1.480993,0.500000,4.600000
7,7,1.898058,-2.189533,-1.230437,0.659581,0.500000,4.600000
0,0,2.449530,0.073521,-0.050684,-0.012143,0.500000,4.700000
1,1,2.210239,2.205800,-0.479380,-0.640919,0.500000,4.700000
2,2,0.639477,1.765665,0.441486,-1.802029,0.500000,4.700000
3,3,-1.909014,2.236825,0.139779,-0.003866,0.500000,4.700000
4,4,-3.116213,-0.135018,1.124270,0.028348,0.500000,4.700000
5,5,-1.114756,-0.202318,1.141311,1.492369,0.500000,4.700000
6,6,-0.211678,-1.617312,0.028303,1.364962,0.500000,4.700000
7,7,1.796856,-2.084837,-1.012027,1.046958,0.500000,4.700000
0,0,2.437148,0.074627,-0.123820,0.011057,0.500000,4.800000
1,1,2.167148,2.123785,-0.430905,-0.820146,0.500000,4.800000
2,2,0.676186,1.629295,0.367089,-1.363699,0.500000,4.800000
3,3,-1.880268,2.203411,0.287464,-0.334131,0.500000,4.800000
4,4,-3.000601,-0.137723,1.156115,-0.027047,0.500000,4.800000
5,5,-1.014715,-0.082842,1.000410,1.194762,0.500000,4.800000
6,6,-0.215398,-1.469690,-0.037204,1.476223,0.500000,4.800000
7,7,1.661274,-2.004726,-1.355818,0.801113,0.500000,4.800000
0,0,2.437361,0.084171,0.002133,0.095445,0.500000,4.900000
1,1,2.112649,2.045171,-0.544988,-0.786145,0.500000,4.900000
2,2,0.691268,1.486950,0.150812,-1.423456,0.500000,4.900000
3,3,-1.870183,2.170615,0.100846,-0.327968,0.500000,4.900000
