id,gid,x,y,v_x,v_y,radius,time
4,4,-2.874763,-0.131611,1.258377,0.061123,0.500000,4.900000
5,5,-0.914353,0.044675,1.003615,1.275165,0.500000,4.900000
6,6,-0.200467,-1.318866,0.149309,1.508242,0.500000,4.900000
7,7,1.560358,-1.914761,-1.009159,0.899648,0.500000,4.900000
0,0,2.433465,0.108153,-0.038966,0.239823,0.500000,5.000000
1,1,2.083541,1.991189,-0.291081,-0.539822,0.500000,5.000000
2,2,0.738167,1.332741,0.468995,-1.542092,0.500000,5.000000
3,3,-1.850418,2.132937,0.197652,-0.376777,0.500000,5.000000
4,4,-2.802236,-0.170065,0.725277,-0.384543,0.500000,5.000000
5,5,-0.827798,0.169203,0.865550,1.245284,0.500000,5.000000
6,6,-0.197982,-1.194458,0.024851,1.244079,0.500000,5.000000
7,7,1.442999,-1.869074,-1.173586,0.456872,0.500000,5.000000
0,0,2.434439,0.120213,0.009748,0.120599,0.500000,5.100000
1,1,2.027293,1.922135,-0.562479,-0.690533,0.500000,5.100000
2,2,0.762671,1.184373,0.245044,-1.483677,0.500000,5.100000
3,3,-1.821922,2.054015,0.284961,-0.789224,0.500000,5.100000
4,4,-2.680928,-0.159229,1.213080,0.108356,0.500000,5.100000
5,5,-0.738745,0.261112,0.890530,0.919088,0.500000,5.100000
6,6,-0.193938,-1.058125,0.040442,1.363327,0.500000,5.100000
7,7,1.344067,-1.781598,-0.989327,0.874757,0.500000,5.100000
0,0,2.419556,0.147578,-0.148832,0.273644,0.500000,5.200000
1,1,1.984366,1.824576,-0.429268,-0.975589,0.500000,5.200000
2,2,0.806299,1.044367,0.436279,-1.400058,0.500000,5.200000
3,3,-1.830814,1.948439,-0.088925,-1.055753,0.500000,5.200000
4,4,-2.594379,-0.213747,0.865484,-0.545176,0.500000,5.200000
5,5,-0.665656,0.369608,0.730896,1.084964,0.500000,5.200000
6,6,-0.190452,-0.938950,0.034857,1.191752,0.500000,5.200000
7,7,1.217018,-1.744334,-1.270486,0.372635,0.500000,5.200000
0,0,2.429318,0.174151,0.097614,0.265731,0.500000,5.300000
1,1,1.922460,1.763764,-0.619065,-0.608123,0.500000,5.300000
2,2,0.828633,0.903913,0.223339,-1.404544,0.500000,5.300000
3,3,-1.875135,1.802136,-0.443209,-1.463032,0.500000,5.300000
4,4,-2.464100,-0.205094,1.302796,0.086534,0.500000,5.300000
5,5,-0.577828,0.467102,0.878277,0.974940,0.500000,5.300000
6,6,-0.175421,-0.809006,0.150314,1.299444,0.500000,5.300000
7,7,1.125783,-1.660174,-0.912352,0.841605,0.500000,5.300000
0,0,2.406840,0.220632,-0.224773,0.464816,0.500000,5.400000
1,1,1.866802,1.693760,-0.556576,-0.700043,0.500000,5.400000
2,2,0.858294,0.786628,0.296606,-1.172845,0.500000,5.400000
3,3,-1.919192,1.655910,-0.440567,-1.462258,0.500000,5.400000
4,4,-2.357207,-0.271493,1.068922,-0.663993,0.500000,5.400000
5,5,-0.484819,0.590949,0.930086,1.238467,0.500000,5.400000
6,6,-0.178917,-0.683483,-0.034965,1.255224,0.500000,5.400000
7,7,1.048492,-1.628131,-0.772912,0.320431,0.500000,5.400000
0,0,2.391650,0.246069,-0.151901,0.254365,0.500000,5.500000
1,1,1.807790,1.644443,-0.590126,-0.493165,0.500000,5.500000
2,2,0.881760,0.643725,0.234661,-1.429038,0.500000,5.500000
3,3,-1.906025,1.519285,0.131669,-1.366249,0.500000,5.500000
4,4,-2.311313,-0.339284,0.458939,-0.677906,0.500000,5.500000
5,5,-0.386821,0.708594,0.979985,1.176448,0.500000,5.500000
6,6,-0.173846,-0.540608,0.050715,1.428755,0.500000,5.500000
7,7,0.954485,-1.534595,-0.940071,0.935354,0.500000,5.500000
0,0,2.375667,0.274995,-0.159836,0.289258,0.500000,5.600000
1,1,1.751023,1.572241,-0.567672,-0.722023,0.500000,5.600000
2,2,0.906831,0.529148,0.250715,-1.145763,0.500000,5.600000
3,3,-1.900051,1.415461,0.059745,-1.038241,0.500000,5.600000
4,4,-2.231517,-0.434769,0.797965,-0.954853,0.500000,5.600000
5,5,-0.285795,0.836628,1.010260,1.280340,0.500000,5.600000
6,6,-0.161089,-0.413027,0.127563,1.275811,0.500000,5.600000
7,7,0.836563,-1.432587,-1.179217,1.020082,0.500000,5.600000
0,0,2.363257,0.299740,-0.124100,0.247453,0.500000,5.700000
1,1,1.687207,1.491023,-0.638154,-0.812181,0.500000,5.700000
2,2,0.927551,0.434933,0.207197,-0.942155,0.500000,5.700000
3,3,-1.911222,1.308044,-0.111712,-1.074172,0.500000,5.700000
4,4,-2.150143,-0.480140,0.813743,-0.453716,0.500000,5.700000
5,5,-0.200510,0.957790,0.852846,1.211616,0.500000,5.700000
6,6,-0.153726,-0.270929,0.073633,1.420979,0.500000,5.700000
7,7,0.740489,-1.328801,-0.960741,1.037861,0.500000,5.700000
0,0,2.338720,0.301726,-0.245364,0.019855,0.500000,5.800000
1,1,1.633874,1.428306,-0.533336,-0.627165,0.500000,5.800000
2,2,0.953759,0.333589,0.262082,-1.013442,0.500000,5.800000
3,3,-1.906548,1.196118,0.046740,-1.119263,0.500000,5.800000
4,4,-2.075885,-0.534888,0.742574,-0.547471,0.500000,5.800000
5,5,-0.102830,1.067753,0.976801,1.099630,0.500000,5.800000
6,6,-0.145586,-0.133651,0.081402,1.372779,0.500000,5.800000
7,7,0.647029,-1.219708,-0.934594,1.090937,0.500000,5.800000
0,0,2.306363,0.301876,-0.323572,0.001505,0.500000,5.900000
1,1,1.553596,1.348904,-0.802771,-0.794024,0.500000,5.900000
2,2,0.997789,0.210535,0.440297,-1.230535,0.500000,5.900000
3,3,-1.906173,1.120123,0.003745,-0.759943,0.500000,5.900000
4,4,-1.974718,-0.563308,1.011676,-0.284205,0.500000,5.900000
5,5,-0.015369,1.153058,0.874608,0.853058,0.500000,5.900000
6,6,-0.157471,0.013549,-0.118851,1.472001,0.500000,5.900000
7,7,0.565207,-1.138809,-0.818226,0.808985,0.500000,5.900000
0,0,2.253595,0.306810,-0.527683,0.049342,0.500000,6.000000
1,1,1.492785,1.255640,-0.608113,-0.932642,0.500000,6.000000
2,2,1.033165,0.100644,0.353755,-1.098913,0.500000,6.000000
3,3,-1.891661,0.990796,0.145123,-1.293272,0.500000,6.000000
4,4,-1.882518,-0.608930,0.922001,-0.456216,0.500000,6.000000
5,5,0.055786,1.239487,0.711552,0.864285,0.500000,6.000000
6,6,-0.156929,0.144423,0.005421,1.308741,0.500000,6.000000
7,7,0.470637,-0.998172,-0.945696,1.406375,0.500000,6.000000
0,0,2.230256,0.313758,-0.233385,0.069475,0.500000,6.100000
1,1,1.410639,1.185919,-0.821461,-0.697207,0.500000,6.100000
2,2,1.066747,-0.007049,0.335822,-1.076924,0.500000,6.100000
3,3,-1.887141,0.858060,0.045202,-1.327359,0.500000,6.100000
4,4,-1.820597,-0.685543,0.619207,-0.766136,0.500000,6.100000
5,5,0.157169,1.330556,1.013832,0.910691,0.500000,6.100000
6,6,-0.208710,0.284249,-0.517808,1.398258,0.500000,6.100000
7,7,0.382524,-0.878575,-0.881131,1.195969,0.500000,6.100000
0,0,2.176467,0.307267,-0.537896,-0.064911,0.500000,6.200000
1,1,1.351798,1.094377,-0.588409,-0.915416,0.500000,6.200000
2,2,1.090111,-0.110899,0.233639,-1.038500,0.500000,6.200000
3,3,-1.863349,0.749234,0.237920,-1.088260,0.500000,6.200000
4,4,-1.742946,-0.742515,0.776506,-0.569722,0.500000,6.200000
5,5,0.236884,1.427604,0.797148,0.970478,0.500000,6.200000
6,6,-0.225538,0.408417,-0.168280,1.241683,0.500000,6.200000
7,7,0.302338,-0.769321,-0.801857,1.092535,0.500000,6.200000
0,0,2.165930,0.335909,-0.105366,0.286419,0.500000,6.300000
1,1,1.270049,1.040623,-0.817495,-0.537546,0.500000,6.300000
2,2,1.140652,-0.213765,0.505411,-1.028668,0.500000,6.300000
3,3,-1.836233,0.629349,0.271155,-1.198855,0.500000,6.300000
4,4,-1.645308,-0.856434,0.976383,-1.139188,0.500000,6.300000
5,5,0.323405,1.522923,0.865215,0.953197,0.500000,6.300000
6,6,-0.217116,0.554093,0.084219,1.456753,0.500000,6.300000
7,7,0.222362,-0.672766,-0.799766,0.965552,0.500000,6.300000
0,0,2.119347,0.345187,-0.465826,0.092785,0.500000,6.400000
1,1,1.196993,0.971945,-0.730553,-0.686778,0.500000,6.400000
2,2,1.134844,-0.303440,-0.058079,-0.896743,0.500000,6.400000
3,3,-1.803286,0.538862,0.329476,-0.904869,0.500000,6.400000
4,4,-1.541302,-0.907121,1.040058,-0.506872,0.500000,6.400000
5,5,0.401868,1.626508,0.784628,1.035842,0.500000,6.400000
6,6,-0.210125,0.698049,0.069913,1.439565,0.500000,6.400000
7,7,0.138341,-0.580758,-0.840210,0.920076,0.500000,6.400000
0,0,2.057955,0.360078,-0.613925,0.148912,0.500000,6.500000
1,1,1.124972,0.916186,-0.720211,-0.557585,0.500000,6.500000
2,2,1.161621,-0.432508,0.267769,-1.290687,0.500000,6.500000
3,3,-1.790527,0.450740,0.127583,-0.881215,0.500000,6.500000
4,4,-1.474140,-0.944852,0.671619,-0.377311,0.500000,6.500000
5,5,0.498129,1.723559,0.962610,0.970511,0.500000,6.500000
6,6,-0.189842,0.830236,0.202827,1.321873,0.500000,6.500000
7,7,0.056846,-0.485648,-0.814945,0.951108,0.500000,6.500000
0,0,1.998030,0.364890,-0.599252,0.048118,0.500000,6.600000
1,1,1.037915,0.879013,-0.870577,-0.371733,0.500000,6.600000
2,2,1.149885,-0.569607,-0.117355,-1.370990,0.500000,6.600000
3,3,-1.770629,0.337739,0.198984,-1.130013,0.500000,6.600000
4,4,-1.381549,-0.973349,0.925909,-0.284960,0.500000,6.600000
5,5,0.609432,1.817715,1.113026,0.941563,0.500000,6.600000
6,6,-0.183237,0.960061,0.066050,1.298242,0.500000,6.600000
7,7,-0.016822,-0.400001,-0.736685,0.856469,0.500000,6.600000
0,0,1.924605,0.363119,-0.734246,-0.017711,0.500000,6.700000
1,1,0.970107,0.802349,-0.678079,-0.766642,0.500000,6.700000
2,2,1.135201,-0.692791,-0.146842,-1.231841,0.500000,6.700000
3,3,-1.743794,0.233971,0.268346,-1.037678,0.500000,6.700000
4,4,-1.288515,-1.000631,0.930347,-0.272825,0.500000,6.700000
5,5,0.725763,1.902303,1.163318,0.845879,0.500000,6.700000
6,6,-0.173537,1.098974,0.096999,1.389136,0.500000,6.700000
7,7,-0.119659,-0.296736,-1.028366,1.032649,0.500000,6.700000
0,0,1.881897,0.359460,-0.427078,-0.036591,0.500000,6.800000
1,1,0.858749,0.727788,-1.113572,-0.745611,0.500000,6.800000
2,2,1.123918,-0.817333,-0.112830,-1.245417,0.500000,6.800000
3,3,-1.727039,0.142710,0.167559,-0.912617,0.500000,6.800000
4,4,-1.168198,-1.034349,1.203169,-0.337175,0.500000,6.800000
5,5,0.841815,1.980865,1.160513,0.785615,0.500000,6.800000
6,6,-0.183782,1.248930,-0.102448,1.499554,0.500000,6.800000
7,7,-0.222472,-0.195135,-1.028137,1.016009,0.500000,6.800000
0,0,1.793754,0.346396,-0.881429,-0.130643,0.500000,6.900000
1,1,0.754355,0.659844,-1.043945,-0.679441,0.500000,6.900000
2,2,1.105174,-0.938093,-0.187439,-1.207594,0.500000,6.900000
3,3,-1.683555,0.038494,0.434834,-1.042156,0.500000,6.900000
4,4,-1.045410,-1.049732,1.227880,-0.153831,0.500000,6.900000
5,5,0.932853,2.055043,0.910386,0.741781,0.500000,6.900000
6,6,-0.186876,1.402791,-0.030937,1.538617,0.500000,6.900000
7,7,-0.318253,-0.078457,-0.957810,1.166775,0.500000,6.900000
0,0,1.697075,0.335721,-0.966790,-0.106740,0.500000,7.000000
1,1,0.661016,0.580396,-0.933390,-0.794479,0.500000,7.000000
2,2,1.074019,-1.056478,-0.311553,-1.183853,0.500000,7.000000
3,3,-1.640305,-0.079786,0.432506,-1.182801,0.500000,7.000000
4,4,-0.923806,-1.040415,1.216034,0.093167,0.500000,7.000000
5,5,1.030276,2.127838,0.974227,0.727949,0.500000,7.000000
6,6,-0.188890,1.538791,-0.020146,1.359998,0.500000,7.000000
7,7,-0.410886,0.016455,-0.926329,0.949126,0.500000,7.000000
0,0,1.603307,0.329620,-0.937684,-0.061013,0.500000,7.100000
1,1,0.559461,0.523038,-1.015549,-0.573574,0.500000,7.100000
2,2,1.042410,-1.182605,-0.316090,-1.261271,0.500000,7.100000
3,3,-1.596407,-0.193327,0.438978,-1.135410,0.500000,7.100000
4,4,-0.785542,-1.046437,1.382648,-0.060222,0.500000,7.100000
5,5,1.124664,2.199292,0.943877,0.714541,0.500000,7.100000
6,6,-0.204985,1.659523,-0.160949,1.207316,0.500000,7.100000
7,7,-0.494736,0.103576,-0.838500,0.871211,0.500000,7.100000
0,0,1.503439,0.315131,-0.998678,-0.144889,0.500000,7.200000
1,1,0.459732,0.441535,-0.997294,-0.815038,0.500000,7.200000
2,2,1.020577,-1.316315,-0.218327,-1.337100,0.500000,7.200000
3,3,-1.543558,-0.300310,0.528488,-1.069829,0.500000,7.200000
4,4,-0.661045,-1.048450,1.244964,-0.020129,0.500000,7.200000
5,5,1.224273,2.281487,0.996095,0.821950,0.500000,7.200000
6,6,-0.218237,1.774821,-0.132514,1.152981,0.500000,7.200000
7,7,-0.594549,0.181622,-0.998128,0.780454,0.500000,7.200000
0,0,1.398553,0.285654,-1.048863,-0.294768,0.500000,7.300000
1,1,0.358805,0.363147,-1.009266,-0.783880,0.500000,7.300000
2,2,1.006852,-1.450720,-0.137255,-1.344047,0.500000,7.300000
3,3,-1.464353,-0.434140,0.792047,-1.338298,0.500000,7.300000
4,4,-0.542253,-1.058132,1.187919,-0.096822,0.500000,7.300000
5,5,1.331246,2.358388,1.069730,0.769013,0.500000,7.300000
6,6,-0.214729,1.911984,0.035076,1.371631,0.500000,7.300000
7,7,-0.686929,0.261444,-0.923796,0.798224,0.500000,7.300000
0,0,1.296024,0.251840,-1.025286,-0.338149,0.500000,7.400000
1,1,0.253190,0.272631,-1.056153,-0.905154,0.500000,7.400000
2,2,1.003307,-1.596616,-0.035447,-1.458964,0.500000,7.400000
3,3,-1.405845,-0.556883,0.585085,-1.227436,0.500000,7.400000
4,4,-0.410477,-1.053823,1.317767,0.043092,0.500000,7.400000
5,5,1.439919,2.443541,1.086726,0.851528,0.500000,7.400000
6,6,-0.209614,2.060290,0.051153,1.483060,0.500000,7.400000
7,7,-0.773357,0.353971,-0.864287,0.925263,0.500000,7.400000
0,0,1.179954,0.227946,-1.160699,-0.238938,0.500000,7.500000
1,1,0.157012,0.190949,-0.961780,-0.816817,0.500000,7.500000
2,2,0.984130,-1.744919,-0.191770,-1.483035,0.500000,7.500000
3,3,-1.351137,-0.684783,0.547078,-1.278997,0.500000,7.500000
4,4,-0.286346,-1.060730,1.241303,-0.069070,0.500000,7.500000
5,5,1.551185,2.525439,1.112658,0.818982,0.500000,7.500000
6,6,-0.207349,2.202126,0.022644,1.418356,0.500000,7.500000
7,7,-0.855274,0.437822,-0.819162,0.838512,0.500000,7.500000
0,0,1.086145,0.220843,-0.938088,-0.071030,0.500000,7.600000
1,1,0.046139,0.123091,-1.108731,-0.678584,0.500000,7.600000
2,2,0.964704,-1.872398,-0.194264,-1.274782,0.500000,7.600000
3,3,-1.302825,-0.810561,0.483120,-1.257780,0.500000,7.600000
4,4,-0.159806,-1.086807,1.265406,-0.260770,0.500000,7.600000
5,5,1.663715,2.629923,1.125304,1.044839,0.500000,7.600000
6,6,-0.212805,2.332276,-0.054555,1.301500,0.500000,7.600000
7,7,-0.944054,0.526954,-0.887805,0.891326,0.500000,7.600000
0,0,0.974101,0.205226,-1.120445,-0.156169,0.500000,7.700000
1,1,-0.035397,0.038286,-0.815359,-0.848046,0.500000,7.700000
2,2,0.954435,-1.996626,-0.102688,-1.242287,0.500000,7.700000
3,3,-1.208959,-0.899788,0.938662,-0.892274,0.500000,7.700000
4,4,-0.035055,-1.081284,1.247506,0.055232,0.500000,7.700000
5,5,1.770164,2.723666,1.064488,0.937437,0.500000,7.700000
6,6,-0.210728,2.460125,0.020764,1.278494,0.500000,7.700000
7,7,-1.024972,0.627018,-0.809177,1.000637,0.500000,7.700000
0,0,0.860436,0.202609,-1.136652,-0.026169,0.500000,7.800000
1,1,-0.131855,-0.032672,-0.964574,-0.709582,0.500000,7.800000
2,2,0.944978,-2.123468,-0.094570,-1.268415,0.500000,7.800000
3,3,-1.119477,-0.997569,0.894813,-0.977802,0.500000,7.800000
4,4,0.070132,-1.095025,1.051870,-0.137416,0.500000,7.800000
5,5,1.880890,2.820539,1.107258,0.968722,0.500000,7.800000
6,6,-0.193903,2.589924,0.168250,1.297990,0.500000,7.800000
7,7,-1.102427,0.728401,-0.774552,1.013826,0.500000,7.800000
0,0,0.753452,0.200712,-1.069841,-0.018970,0.500000,7.900000
1,1,-0.262366,-0.107895,-1.305118,-0.752237,0.500000,7.900000
2,2,0.925410,-2.271362,-0.195675,-1.478942,0.500000,7.900000
3,3,-1.025052,-1.089711,0.944250,-0.921421,0.500000,7.900000
4,4,0.188689,-1.107733,1.185575,-0.127071,0.500000,7.900000
5,5,1.988816,2.902954,1.079259,0.824157,0.500000,7.900000
6,6,-0.186651,2.732016,0.072520,1.420916,0.500000,7.900000
7,7,-1.179345,0.830087,-0.769176,1.016869,0.500000,7.900000
0,0,0.657710,0.206684,-0.957420,0.059722,0.500000,8.000000
1,1,-0.393562,-0.187115,-1.311958,-0.792199,0.500000,8.000000
2,2,0.908645,-2.425659,-0.167655,-1.542974,0.500000,8.000000
3,3,-0.919890,-1.175464,1.051622,-0.857535,0.500000,8.000000
4,4,0.307689,-1.095946,1.190000,0.117868,0.500000,8.000000
5,5,2.085971,2.972503,0.971557,0.695492,0.500000,8.000000
6,6,-0.182267,2.863764,0.043842,1.317480,0.500000,8.000000
7,7,-1.262754,0.916155,-0.834092,0.860671,0.500000,8.000000
0,0,0.563518,0.226442,-0.941918,0.197583,0.500000,8.100000
1,1,-0.485684,-0.265338,-0.921217,-0.782228,0.500000,8.100000
2,2,0.868291,-2.575017,-0.403540,-1.493577,0.500000,8.100000
3,3,-0.805911,-1.275329,1.139796,-0.998648,0.500000,8.100000
4,4,0.425369,-1.077836,1.176795,0.181099,0.500000,8.100000
5,5,2.199237,3.046322,1.132662,0.738186,0.500000,8.100000
6,6,-0.187220,3.004659,-0.049527,1.408957,0.500000,8.100000
7,7,-1.353677,0.995481,-0.909232,0.793265,0.500000,8.100000
0,0,0.435509,0.243349,-1.280092,0.169062,0.500000,8.200000
1,1,-0.574598,-0.342154,-0.889143,-0.768160,0.500000,8.200000
2,2,0.849128,-2.713834,-0.191633,-1.388165,0.500000,8.200000
3,3,-0.700714,-1.364571,1.051962,-0.892417,0.500000,8.200000
4,4,0.532928,-1.060832,1.075596,0.170039,0.500000,8.200000
5,5,2.306924,3.137531,1.076862,0.912094,0.500000,8.200000
6,6,-0.200379,3.136406,-0.131586,1.317471,0.500000,8.200000
7,7,-1.446951,1.078855,-0.932741,0.833741,0.500000,8.200000
0,0,0.305926,0.251900,-1.295823,0.085511,0.500000,8.300000
1,1,-0.673379,-0.424054,-0.987806,-0.819000,0.500000,8.300000
2,2,0.826909,-2.847801,-0.222187,-1.339678,0.500000,8.300000
3,3,-0.593454,-1.459327,1.072606,-0.947560,0.500000,8.300000
4,4,0.654349,-1.030571,1.214205,0.302605,0.500000,8.300000
5,5,2.421829,3.211104,1.149050,0.735726,0.500000,8.300000
6,6,-0.196016,3.283246,0.043626,1.468393,0.500000,8.300000
7,7,-1.542364,1.175833,-0.954123,0.969775,0.500000,8.300000
0,0,0.177994,0.248614,-1.279320,-0.032854,0.500000,8.400000
1,1,-0.757685,-0.509966,-0.843060,-0.859117,0.500000,8.400000
2,2,0.804338,-2.977132,-0.225706,-1.293305,0.500000,8.400000
3,3,-0.485272,-1.545360,1.081819,-0.860328,0.500000,8.400000
4,4,0.785727,-1.019934,1.313785,0.106374,0.500000,8.400000
5,5,2.538717,3.290563,1.168888,0.794591,0.500000,8.400000
6,6,-0.188687,3.421725,0.073286,1.384794,0.500000,8.400000
7,7,-1.626460,1.263838,-0.840966,0.880053,0.500000,8.400000
0,0,0.056952,0.248268,-1.210425,-0.003462,0.500000,8.500000
1,1,-0.843756,-0.608956,-0.860712,-0.989902,0.500000,8.500000
2,2,0.788715,-3.102397,-0.156229,-1.252655,0.500000,8.500000
3,3,-0.392147,-1.629093,0.931251,-0.837336,0.500000,8.500000
4,4,0.921908,-1.015819,1.361810,0.041151,0.500000,8.500000
5,5,2.630014,3.387175,0.912961,0.966116,0.500000,8.500000
6,6,-0.175468,3.546812,0.132191,1.250872,0.500000,8.500000
7,7,-1.711386,1.345062,-0.849258,0.812238,0.500000,8.500000
0,0,-0.064165,0.246203,-1.211167,-0.020653,0.500000,8.600000
1,1,-0.923009,-0.685562,-0.792534,-0.766055,0.500000,8.600000
2,2,0.778674,-3.243608,-0.100410,-1.412110,0.500000,8.600000
3,3,-0.270706,-1.703515,1.214406,-0.744223,0.500000,8.600000
4,4,1.047799,-1.005185,1.258908,0.106341,0.500000,8.600000
5,5,2.715958,3.467252,0.859448,0.800775,0.500000,8.600000
6,6,-0.166479,3.666063,0.089896,1.192502,0.500000,8.600000
7,7,-1.805252,1.435524,-0.938660,0.904620,0.500000,8.600000
0,0,-0.195750,0.226503,-1.315850,-0.197004,0.500000,8.700000
1,1,-1.007894,-0.764982,-0.848845,-0.794203,0.500000,8.700000
2,2,0.756003,-3.380376,-0.226715,-1.367678,0.500000,8.700000
3,3,-0.129980,-1.774920,1.407265,-0.714047,0.500000,8.700000
4,4,1.191467,-0.989986,1.436677,0.151990,0.500000,8.700000
5,5,2.820248,3.535518,1.042895,0.682661,0.500000,8.700000
6,6,-0.179042,3.789991,-0.125635,1.239284,0.500000,8.700000
7,7,-1.892381,1.527113,-0.871289,0.915895,0.500000,8.700000
0,0,-0.324675,0.229282,-1.289253,0.027795,0.500000,8.800000
1,1,-1.101478,-0.836200,-0.935838,-0.712182,0.500000,8.800000
2,2,0.723532,-3.529827,-0.324707,-1.494506,0.500000,8.800000
3,3,-0.004803,-1.849557,1.251767,-0.746372,0.500000,8.800000
4,4,1.321468,-0.972654,1.300014,0.173322,0.500000,8.800000
5,5,2.922140,3.613133,1.018926,0.776146,0.500000,8.800000
6,6,-0.178438,3.908787,0.006038,1.187963,0.500000,8.800000
7,7,-1.974482,1.613363,-0.821008,0.862498,0.500000,8.800000
0,0,-0.449219,0.243318,-1.245439,0.140359,0.500000,8.900000
1,1,-1.195990,-0.904632,-0.945120,-0.684321,0.500000,8.900000
2,2,0.680292,-3.690834,-0.432402,-1.610067,0.500000,8.900000
3,3,0.118245,-1.911671,1.230481,-0.621134,0.500000,8.900000
4,4,1.451585,-0.955092,1.301166,0.175618,0.500000,8.900000
5,5,3.021158,3.678289,0.990178,0.651557,0.500000,8.900000
6,6,-0.175694,4.022315,0.027448,1.135277,0.500000,8.900000
7,7,-2.069186,1.702549,-0.947047,0.891862,0.500000,8.900000
0,0,-0.562011,0.260196,-1.127924,0.168781,0.500000,9.000000
1,1,-1.274226,-0.972482,-0.782361,-0.678504,0.500000,9.000000
2,2,0.643259,-3.829368,-0.370327,-1.385341,0.500000,9.000000
3,3,0.220574,-1.973872,1.023287,-0.622010,0.500000,9.000000
4,4,1.573224,-0.942260,1.216393,0.128313,0.500000,9.000000
5,5,3.136703,3.746439,1.155446,0.681501,0.500000,9.000000
6,6,-0.190136,4.159035,-0.144427,1.367195,0.500000,9.000000
7,7,-2.148982,1.790309,-0.797959,0.877600,0.500000,9.000000
0,0,-0.681710,0.247646,-1.196985,-0.125503,0.500000,9.100000
1,1,-1.354928,-1.055562,-0.807021,-0.830794,0.500000,9.100000
2,2,0.590122,-3.974455,-0.531368,-1.450870,0.500000,9.100000
3,3,0.308831,-2.025529,0.882569,-0.516572,0.500000,9.100000
4,4,1.690128,-0.923989,1.169035,0.182712,0.500000,9.100000
5,5,3.239903,3.816586,1.031998,0.701472,0.500000,9.100000
6,6,-0.179973,4.306298,0.101634,1.472630,0.500000,9.100000
7,7,-2.213197,1.876225,-0.642151,0.859155,0.500000,9.100000
0,0,-0.805216,0.246273,-1.235057,-0.013725,0.500000,9.200000
1,1,-1.433711,-1.152944,-0.787831,-0.973826,0.500000,9.200000
2,2,0.552585,-4.114980,-0.375371,-1.405248,0.500000,9.200000
3,3,0.416918,-2.074982,1.080875,-0.494533,0.500000,9.200000
4,4,1.813344,-0.904748,1.232167,0.192412,0.500000,9.200000
5,5,3.340860,3.897419,1.009575,0.808335,0.500000,9.200000
6,6,-0.179045,4.447072,0.009278,1.407747,0.500000,9.200000
7,7,-2.288435,1.966956,-0.752371,0.907309,0.500000,9.200000
0,0,-0.925224,0.236787,-1.200086,-0.094861,0.500000,9.300000
1,1,-1.510868,-1.246850,-0.771574,-0.939051,0.500000,9.300000
2,2,0.535564,-4.243650,-0.170211,-1.286704,0.500000,9.300000
3,3,0.527227,-2.148256,1.103091,-0.732741,0.500000,9.300000
4,4,1.940971,-0.896322,1.276271,0.084256,0.500000,9.300000
5,5,3.457417,3.970906,1.165566,0.734869,0.500000,9.300000
6,6,-0.183557,4.604572,-0.045115,1.574995,0.500000,9.300000
7,7,-2.365750,2.055361,-0.773157,0.884054,0.500000,9.300000
0,0,-1.037008,0.209054,-1.117836,-0.277333,0.500000,9.400000
1,1,-1.602821,-1.342358,-0.919529,-0.955086,0.500000,9.400000
2,2,0.503165,-4.382940,-0.323994,-1.392900,0.500000,9.400000
3,3,0.639551,-2.224773,1.123233,-0.765171,0.500000,9.400000
4,4,2.062825,-0.881291,1.218535,0.150317,0.500000,9.400000
5,5,3.580698,4.041572,1.232814,0.706657,0.500000,9.400000
6,6,-0.195036,4.761167,-0.114797,1.565956,0.500000,9.400000
7,7,-2.449003,2.147728,-0.832529,0.923669,0.500000,9.400000
0,0,-1.175763,0.204923,-1.387549,-0.041311,0.500000,9.500000
1,1,-1.677569,-1.439570,-0.747482,-0.972119,0.500000,9.500000
2,2,0.482731,-4.512637,-0.204338,-1.296967,0.500000,9.500000
3,3,0.763969,-2.309362,1.244181,-0.845886,0.500000,9.500000
4,4,2.172228,-0.861425,1.094027,0.198660,0.500000,9.500000
5,5,3.690631,4.114290,1.099329,0.727179,0.500000,9.500000
6,6,-0.204194,4.901527,-0.091581,1.403594,0.500000,9.500000
7,7,-2.534558,2.242413,-0.855548,0.946850,0.500000,9.500000
0,0,-1.319745,0.215835,-1.439819,0.109119,0.500000,9.600000
1,1,-1.756936,-1.538250,-0.793668,-0.986796,0.500000,9.600000
2,2,0.452371,-4.654957,-0.303597,-1.423207,0.500000,9.600000
3,3,0.878348,-2.405442,1.143791,-0.960804,0.500000,9.600000
4,4,2.298726,-0.847426,1.264987,0.139986,0.500000,9.600000
5,5,3.793545,4.187792,1.029142,0.735026,0.500000,9.600000
6,6,-0.206895,5.038273,-0.027002,1.367467,0.500000,9.600000
7,7,-2.594801,2.338272,-0.602432,0.958593,0.500000,9.600000
0,0,-1.461812,0.230038,-1.420673,0.142030,0.500000,9.700000
1,1,-1.844085,-1.627679,-0.871485,-0.894292,0.500000,9.700000
2,2,0.424971,-4.770908,-0.274004,-1.159510,0.500000,9.700000
3,3,0.992282,-2.471794,1.139339,-0.663518,0.500000,9.700000
4,4,2.420877,-0.828739,1.221504,0.186870,0.500000,9.700000
5,5,3.906034,4.265705,1.124889,0.779124,0.500000,9.700000
6,6,-0.193542,5.168142,0.133523,1.298685,0.500000,9.700000
7,7,-2.652879,2.441112,-0.580783,1.028399,0.500000,9.700000
0,0,-1.589654,0.222538,-1.278423,-0.074992,0.500000,9.800000
